ID,Name,State,Year,Month,Precipitation,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-045,Mendocino County,California,2016,January,16.86,6.39,114,10.47
CA-047,Merced County,California,2016,January,4.66,2.4,119,2.26
CA-049,Modoc County,California,2016,January,3.95,1.25,106,2.7
CA-051,Mono County,California,2016,January,2.71,0.07,85,2.64
CA-053,Monterey County,California,2016,January,6.92,2.53,110,4.39
CA-055,Napa County,California,2016,January,9.59,2.72,102,6.87
CA-057,Nevada County,California,2016,January,14.36,4.75,106,9.61
CA-059,Orange County,California,2016,January,2.54,-0.32,79,2.86
CA-061,Placer County,California,2016,January,12.37,3.66,103,8.71
CA-063,Plumas County,California,2016,January,11.63,3.87,108,7.76
CA-065,Riverside County,California,2016,January,2.32,0.78,101,1.54
CA-067,Sacramento County,California,2016,January,5.86,1.96,106,3.9
CA-069,San Benito County,California,2016,January,5.78,2.33,112,3.45
CA-071,San Bernardino County,California,2016,January,1.49,0.32,94,1.17
CA-073,San Diego County,California,2016,January,4.03,1.29,101,2.74
CA-075,San Francisco County,California,2016,January,7.46,2.19,103,5.27
CA-077,San Joaquin County,California,2016,January,4.86,1.93,111,2.93
CA-079,San Luis Obispo County,California,2016,January,5.29,1.58,100,3.71
CA-081,San Mateo County,California,2016,January,8.05,1.85,96,6.2
CA-083,Santa Barbara County,California,2016,January,5.22,1.15,94,4.07
CA-085,Santa Clara County,California,2016,January,7.73,2.89,111,4.84
CA-087,Santa Cruz County,California,2016,January,11.48,4.29,108,7.19
CA-089,Shasta County,California,2016,January,13.62,6,118,7.62
CA-091,Sierra County,California,2016,January,12.28,3.71,104,8.57
CA-093,Siskiyou County,California,2016,January,10.96,4.22,117,6.74
CA-095,Solano County,California,2016,January,6.71,2.34,104,4.37
CA-097,Sonoma County,California,2016,January,12.73,3.61,103,9.12
CA-099,Stanislaus County,California,2016,January,5.05,2.29,115,2.76
CA-101,Sutter County,California,2016,January,5.42,1.49,104,3.93
CA-103,Tehama County,California,2016,January,12.23,5.37,118,6.86
CA-105,Trinity County,California,2016,January,19.74,8.97,123,10.77
CA-107,Tulare County,California,2016,January,4.99,0.87,95,4.12
CA-109,Tuolumne County,California,2016,January,9.76,2.08,95,7.68
CA-111,Ventura County,California,2016,January,4.78,0.34,87,4.44
CA-113,Yolo County,California,2016,January,5.95,1.7,101,4.25
CA-115,Yuba County,California,2016,January,11.66,4.23,109,7.43
CA-001,Alameda County,California,2016,February,0.84,-2.5,20,3.34
CA-003,Alpine County,California,2016,February,1.82,-4.11,22,5.93
CA-005,Amador County,California,2016,February,1.61,-4.44,17,6.05
CA-007,Butte County,California,2016,February,1.94,-5.67,19,7.61
CA-009,Calaveras County,California,2016,February,1.4,-4.57,17,5.97
CA-011,Colusa County,California,2016,February,0.83,-3.25,22,4.08
CA-013,Contra Costa County,California,2016,February,0.8,-2.57,21,3.37
CA-015,Del Norte County,California,2016,February,5.76,-5.86,30,11.62
CA-017,El Dorado County,California,2016,February,2.18,-5.41,18,7.59
CA-019,Fresno County,California,2016,February,1.2,-2.36,27,3.56
CA-021,Glenn County,California,2016,February,0.7,-3.96,18,4.66
CA-023,Humboldt County,California,2016,February,4.29,-5.77,25,10.06
CA-025,Imperial County,California,2016,February,0.01,-0.49,9,0.5
CA-027,Inyo County,California,2016,February,0.56,-0.51,59,1.07
CA-029,Kern County,California,2016,February,0.7,-1.11,39,1.81
CA-031,Kings County,California,2016,February,0.35,-1.15,25,1.5
CA-033,Lake County,California,2016,February,2.02,-5.69,22,7.71
CA-035,Lassen County,California,2016,February,1.07,-1.73,24,2.8
CA-037,Los Angeles County,California,2016,February,0.84,-2.58,34,3.42
CA-039,Madera County,California,2016,February,1.13,-2.88,23,4.01
CA-041,Marin County,California,2016,February,1.17,-5.38,15,6.55
CA-043,Mariposa County,California,2016,February,1.39,-4.4,21,5.79
CA-045,Mendocino County,California,2016,February,2.85,-5.97,24,8.82
CA-047,Merced County,California,2016,February,0.42,-1.68,19,2.1
CA-049,Modoc County,California,2016,February,0.89,-1.32,18,2.21
CA-051,Mono County,California,2016,February,1.01,-1.41,40,2.42
CA-053,Monterey County,California,2016,February,1.1,-3,24,4.1
CA-055,Napa County,California,2016,February,1.15,-4.73,17,5.88
CA-057,Nevada County,California,2016,February,2.29,-6.46,18,8.75
CA-059,Orange County,California,2016,February,0.39,-2.56,21,2.95
CA-061,Placer County,California,2016,February,2.12,-5.8,18,7.92
CA-063,Plumas County,California,2016,February,2.35,-4.38,26,6.73
CA-065,Riverside County,California,2016,February,0.17,-1.4,15,1.57
CA-067,Sacramento County,California,2016,February,0.89,-2.6,19,3.49
CA-069,San Benito County,California,2016,February,0.74,-2.58,22,3.32
CA-071,San Bernardino County,California,2016,February,0.25,-0.92,32,1.17
CA-073,San Diego County,California,2016,February,0.4,-2.39,14,2.79
CA-075,San Francisco County,California,2016,February,1.03,-3.41,18,4.44
CA-077,San Joaquin County,California,2016,February,0.68,-1.84,22,2.52
CA-079,San Luis Obispo County,California,2016,February,0.63,-2.96,25,3.59
CA-081,San Mateo County,California,2016,February,1.23,-4.02,18,5.25
CA-083,Santa Barbara County,California,2016,February,0.91,-3.27,30,4.18
CA-085,Santa Clara County,California,2016,February,1.24,-2.96,26,4.2
CA-087,Santa Cruz County,California,2016,February,1.16,-5.09,18,6.25
CA-089,Shasta County,California,2016,February,2.58,-4.17,29,6.75
CA-091,Sierra County,California,2016,February,2.38,-5.39,19,7.77
CA-093,Siskiyou County,California,2016,February,3.01,-2.61,37,5.62
CA-095,Solano County,California,2016,February,0.62,-3.14,18,3.76
CA-097,Sonoma County,California,2016,February,1.33,-6.29,15,7.62
CA-099,Stanislaus County,California,2016,February,0.63,-1.9,20,2.53
CA-101,Sutter County,California,2016,February,0.72,-2.77,19,3.49
CA-103,Tehama County,California,2016,February,1.6,-4.42,22,6.02
CA-105,Trinity County,California,2016,February,3.28,-6.07,22,9.35
CA-107,Tulare County,California,2016,February,1.95,-2.19,39,4.14
CA-109,Tuolumne County,California,2016,February,1.84,-5.19,21,7.03
CA-111,Ventura County,California,2016,February,1.2,-3.34,36,4.54
CA-113,Yolo County,California,2016,February,0.69,-3.17,18,3.86
CA-115,Yuba County,California,2016,February,1.67,-5.13,18,6.8
CA-001,Alameda County,California,2016,March,5.25,2.38,112,2.87
CA-003,Alpine County,California,2016,March,6.74,1.64,96,5.1
CA-005,Amador County,California,2016,March,7.88,2.27,98,5.61
CA-007,Butte County,California,2016,March,12.92,6.59,119,6.34
CA-009,Calaveras County,California,2016,March,8.43,2.85,105,5.58
CA-011,Colusa County,California,2016,March,6.61,3.57,118,3.04
CA-013,Contra Costa County,California,2016,March,5.64,2.88,116,2.76
CA-015,Del Norte County,California,2016,March,13.98,3.94,108,10.04
CA-017,El Dorado County,California,2016,March,10.64,3.89,105,6.75
CA-019,Fresno County,California,2016,March,3.34,0.16,84,3.18
CA-021,Glenn County,California,2016,March,7.06,3.54,116,3.52
CA-023,Humboldt County,California,2016,March,14.58,6.52,120,8.06
CA-025,Imperial County,California,2016,March,0.01,-0.36,13,0.37
CA-027,Inyo County,California,2016,March,0.29,-0.55,37,0.84
CA-029,Kern County,California,2016,March,1.09,-0.49,60,1.58
CA-031,Kings County,California,2016,March,1.18,-0.18,66,1.36
CA-033,Lake County,California,2016,March,14,8.12,124,5.88
CA-035,Lassen County,California,2016,March,3.62,1.19,108,2.44
CA-037,Los Angeles County,California,2016,March,1.93,-0.88,63,2.81
CA-039,Madera County,California,2016,March,4.57,0.73,89,3.84
CA-041,Marin County,California,2016,March,9.7,4.87,116,4.83
CA-043,Mariposa County,California,2016,March,7.28,1.96,97,5.32
CA-045,Mendocino County,California,2016,March,15.39,8.36,121,7.03
CA-047,Merced County,California,2016,March,3.06,1.17,108,1.89
CA-049,Modoc County,California,2016,March,2.8,0.77,105,2.03
CA-051,Mono County,California,2016,March,1.88,-0.16,74,2.04
CA-053,Monterey County,California,2016,March,4.83,1.53,101,3.3
CA-055,Napa County,California,2016,March,9.62,5.3,122,4.32
CA-057,Nevada County,California,2016,March,14.62,7.21,117,7.41
CA-059,Orange County,California,2016,March,1.21,-1.21,52,2.42
CA-061,Placer County,California,2016,March,12.08,5.3,113,6.78
CA-063,Plumas County,California,2016,March,11.99,6.32,120,5.67
CA-065,Riverside County,California,2016,March,0.37,-0.94,28,1.31
CA-067,Sacramento County,California,2016,March,5.22,2.41,114,2.81
CA-069,San Benito County,California,2016,March,4.14,1.33,102,2.81
CA-071,San Bernardino County,California,2016,March,0.34,-0.62,35,0.96
CA-073,San Diego County,California,2016,March,1.16,-1.36,36,2.52
CA-075,San Francisco County,California,2016,March,7.2,3.72,116,3.48
CA-077,San Joaquin County,California,2016,March,3.75,1.55,111,2.2
CA-079,San Luis Obispo County,California,2016,March,3.38,0.48,82,2.9
CA-081,San Mateo County,California,2016,March,8.73,4.4,116,4.33
CA-083,Santa Barbara County,California,2016,March,2.95,-0.41,70,3.36
CA-085,Santa Clara County,California,2016,March,7.73,4.02,118,3.71
CA-087,Santa Cruz County,California,2016,March,10.33,5.3,118,5.03
CA-089,Shasta County,California,2016,March,11.39,5.87,117,5.52
CA-091,Sierra County,California,2016,March,13.34,6.87,119,6.47
CA-093,Siskiyou County,California,2016,March,9.13,4.48,119,4.65
CA-095,Solano County,California,2016,March,5.91,3.07,117,2.84
CA-097,Sonoma County,California,2016,March,12.23,6.51,120,5.72
CA-099,Stanislaus County,California,2016,March,4.07,1.81,112,2.26
CA-101,Sutter County,California,2016,March,6.8,4.13,126,2.67
CA-103,Tehama County,California,2016,March,9.8,4.79,119,5.01
CA-105,Trinity County,California,2016,March,14.97,7.56,117,7.41
CA-107,Tulare County,California,2016,March,3.17,-0.51,69,3.68
CA-109,Tuolumne County,California,2016,March,8.84,2.5,98,6.34
CA-111,Ventura County,California,2016,March,2.78,-0.98,67,3.76
CA-113,Yolo County,California,2016,March,6.69,3.85,121,2.84
CA-115,Yuba County,California,2016,March,12.28,6.76,122,5.52
CA-001,Alameda County,California,2016,April,1.94,0.6,104,1.34
CA-003,Alpine County,California,2016,April,3.1,0.29,83,2.81
CA-005,Amador County,California,2016,April,3.38,0.42,87,2.96
CA-007,Butte County,California,2016,April,1.92,-1.32,46,3.24
CA-009,Calaveras County,California,2016,April,3.09,0.29,83,2.8
CA-011,Colusa County,California,2016,April,0.79,-0.53,55,1.32
CA-013,Contra Costa County,California,2016,April,1.65,0.43,100,1.22
CA-015,Del Norte County,California,2016,April,4.37,-1.35,57,5.72
CA-017,El Dorado County,California,2016,April,3.9,0.28,86,3.62
CA-019,Fresno County,California,2016,April,1.94,0.22,85,1.72
CA-021,Glenn County,California,2016,April,0.88,-0.8,48,1.68
CA-023,Humboldt County,California,2016,April,3.52,-0.94,61,4.46
CA-025,Imperial County,California,2016,April,0.26,0.16,113,0.1
CA-027,Inyo County,California,2016,April,0.98,0.54,118,0.44
CA-029,Kern County,California,2016,April,0.92,0.16,92,0.76
CA-031,Kings County,California,2016,April,0.48,-0.16,72,0.64
CA-033,Lake County,California,2016,April,1.35,-1.53,43,2.88
CA-035,Lassen County,California,2016,April,1.79,0.28,87,1.51
CA-037,Los Angeles County,California,2016,April,0.43,-0.69,50,1.12
CA-039,Madera County,California,2016,April,2.53,0.5,90,2.03
CA-041,Marin County,California,2016,April,1.51,-0.72,61,2.23
CA-043,Mariposa County,California,2016,April,3.31,0.58,88,2.73
CA-045,Mendocino County,California,2016,April,2.04,-1.39,46,3.43
CA-047,Merced County,California,2016,April,1.79,0.87,111,0.92
CA-049,Modoc County,California,2016,April,1.3,-0.18,61,1.48
CA-051,Mono County,California,2016,April,1.98,0.87,110,1.11
CA-053,Monterey County,California,2016,April,0.77,-0.64,53,1.41
CA-055,Napa County,California,2016,April,1.31,-0.6,63,1.91
CA-057,Nevada County,California,2016,April,3.18,-0.61,64,3.79
CA-059,Orange County,California,2016,April,0.29,-0.71,42,1
CA-061,Placer County,California,2016,April,3.4,-0.12,76,3.52
CA-063,Plumas County,California,2016,April,2.68,-0.25,70,2.93
CA-065,Riverside County,California,2016,April,0.74,0.21,99,0.53
CA-067,Sacramento County,California,2016,April,1.51,0.09,80,1.42
CA-069,San Benito County,California,2016,April,1.29,0.03,81,1.26
CA-071,San Bernardino County,California,2016,April,0.83,0.45,116,0.38
CA-073,San Diego County,California,2016,April,0.84,-0.23,76,1.07
CA-075,San Francisco County,California,2016,April,1.48,-0.06,76,1.54
CA-077,San Joaquin County,California,2016,April,2.15,1.08,111,1.07
CA-079,San Luis Obispo County,California,2016,April,0.42,-0.85,42,1.27
CA-081,San Mateo County,California,2016,April,2.15,0.23,86,1.92
CA-083,Santa Barbara County,California,2016,April,0.63,-0.75,56,1.38
CA-085,Santa Clara County,California,2016,April,2.14,0.48,92,1.66
CA-087,Santa Cruz County,California,2016,April,1.68,-0.52,62,2.2
CA-089,Shasta County,California,2016,April,2.01,-1.2,46,3.21
CA-091,Sierra County,California,2016,April,3.17,-0.15,75,3.32
CA-093,Siskiyou County,California,2016,April,2.06,-0.65,53,2.71
CA-095,Solano County,California,2016,April,1,-0.24,71,1.24
CA-097,Sonoma County,California,2016,April,1.57,-1.15,51,2.72
CA-099,Stanislaus County,California,2016,April,1.94,0.9,111,1.04
CA-101,Sutter County,California,2016,April,0.59,-0.68,42,1.27
CA-103,Tehama County,California,2016,April,2.07,-0.61,58,2.68
CA-105,Trinity County,California,2016,April,2.92,-1.09,55,4.01
CA-107,Tulare County,California,2016,April,1.75,-0.29,69,2.04
CA-109,Tuolumne County,California,2016,April,3.61,0.22,81,3.39
CA-111,Ventura County,California,2016,April,0.56,-0.87,54,1.43
CA-113,Yolo County,California,2016,April,0.75,-0.49,52,1.24
CA-115,Yuba County,California,2016,April,1.44,-1.34,42,2.78
CA-001,Alameda County,California,2016,May,0.24,-0.34,54,0.58
CA-003,Alpine County,California,2016,May,1.67,-0.14,75,1.81
CA-005,Amador County,California,2016,May,0.87,-0.61,52,1.48
CA-007,Butte County,California,2016,May,0.99,-0.77,54,1.76
CA-009,Calaveras County,California,2016,May,0.58,-0.82,42,1.4
CA-011,Colusa County,California,2016,May,0.8,0.13,80,0.67
CA-013,Contra Costa County,California,2016,May,0.22,-0.32,53,0.54
CA-015,Del Norte County,California,2016,May,1.34,-2.37,22,3.71
CA-017,El Dorado County,California,2016,May,1.8,-0.2,75,2
CA-019,Fresno County,California,2016,May,0.64,-0.19,70,0.83
CA-021,Glenn County,California,2016,May,1.19,0.34,93,0.85
CA-023,Humboldt County,California,2016,May,1.41,-1.05,49,2.46
CA-025,Imperial County,California,2016,May,0.05,0.01,102,0.04
CA-027,Inyo County,California,2016,May,0.26,-0.02,86,0.28
CA-029,Kern County,California,2016,May,0.3,0.01,85,0.3
CA-031,Kings County,California,2016,May,0.24,-0.04,79,0.28
CA-033,Lake County,California,2016,May,0.93,-0.4,64,1.33
CA-035,Lassen County,California,2016,May,2.05,0.56,100,1.49
CA-037,Los Angeles County,California,2016,May,0.31,-0.01,89,0.32
CA-039,Madera County,California,2016,May,0.63,-0.35,57,0.98
CA-041,Marin County,California,2016,May,0.22,-0.68,45,0.9
CA-043,Mariposa County,California,2016,May,0.8,-0.51,51,1.31
CA-045,Mendocino County,California,2016,May,1.12,-0.45,67,1.57
CA-047,Merced County,California,2016,May,0.39,0.01,83,0.39
CA-049,Modoc County,California,2016,May,2.12,0.63,98,1.49
CA-051,Mono County,California,2016,May,1.25,0.34,97,0.91
CA-053,Monterey County,California,2016,May,0.24,-0.22,64,0.46
CA-055,Napa County,California,2016,May,0.36,-0.49,57,0.85
CA-057,Nevada County,California,2016,May,2.09,-0.08,79,2.17
CA-059,Orange County,California,2016,May,0.25,-0,87,0.25
CA-061,Placer County,California,2016,May,2.18,0.17,83,2.01
CA-063,Plumas County,California,2016,May,2.34,0.32,86,2.02
CA-065,Riverside County,California,2016,May,0.13,-0.03,78,0.16
CA-067,Sacramento County,California,2016,May,0.48,-0.2,70,0.68
CA-069,San Benito County,California,2016,May,0.28,-0.17,69,0.45
CA-071,San Bernardino County,California,2016,May,0.15,-0.01,80,0.16
CA-073,San Diego County,California,2016,May,0.5,0.16,97,0.34
CA-075,San Francisco County,California,2016,May,0.16,-0.52,47,0.68
CA-077,San Joaquin County,California,2016,May,0.29,-0.22,67,0.51
CA-079,San Luis Obispo County,California,2016,May,0.18,-0.22,71,0.4
CA-081,San Mateo County,California,2016,May,0.19,-0.6,45,0.79
CA-083,Santa Barbara County,California,2016,May,0.35,-0.06,90,0.41
CA-085,Santa Clara County,California,2016,May,0.36,-0.3,58,0.66
CA-087,Santa Cruz County,California,2016,May,0.25,-0.57,48,0.82
CA-089,Shasta County,California,2016,May,2.2,0.17,82,2.03
CA-091,Sierra County,California,2016,May,2.49,0.32,84,2.17
CA-093,Siskiyou County,California,2016,May,1.56,-0.41,62,1.97
CA-095,Solano County,California,2016,May,0.33,-0.22,68,0.55
CA-097,Sonoma County,California,2016,May,0.39,-0.75,51,1.14
CA-099,Stanislaus County,California,2016,May,0.33,-0.13,75,0.46
CA-101,Sutter County,California,2016,May,0.47,-0.18,64,0.65
CA-103,Tehama County,California,2016,May,1.47,-0.06,74,1.53
CA-105,Trinity County,California,2016,May,1.59,-0.6,62,2.19
CA-107,Tulare County,California,2016,May,0.68,-0.17,70,0.85
CA-109,Tuolumne County,California,2016,May,1.43,-0.43,60,1.86
CA-111,Ventura County,California,2016,May,0.31,-0.1,89,0.41
CA-113,Yolo County,California,2016,May,0.55,-0.04,75,0.59
CA-115,Yuba County,California,2016,May,0.88,-0.55,60,1.43
CA-001,Alameda County,California,2016,June,0,-0.14,1,0.14
CA-003,Alpine County,California,2016,June,0.05,-0.78,17,0.83
CA-005,Amador County,California,2016,June,0.01,-0.47,14,0.48
CA-007,Butte County,California,2016,June,0.52,-0.11,77,0.63
CA-009,Calaveras County,California,2016,June,0.01,-0.4,17,0.41
CA-011,Colusa County,California,2016,June,0.13,-0.16,64,0.29
CA-013,Contra Costa County,California,2016,June,0,-0.13,1,0.13
CA-015,Del Norte County,California,2016,June,0.61,-0.9,41,1.51
CA-017,El Dorado County,California,2016,June,0.03,-0.72,17,0.75
CA-019,Fresno County,California,2016,June,0.25,0.04,95,0.21
CA-021,Glenn County,California,2016,June,0.45,0.04,84,0.41
CA-023,Humboldt County,California,2016,June,0.3,-0.59,41,0.89
CA-025,Imperial County,California,2016,June,0,-0.01,1,0.01
CA-027,Inyo County,California,2016,June,0.27,0.16,115,0.11
CA-029,Kern County,California,2016,June,0,-0.06,1,0.06
CA-031,Kings County,California,2016,June,0.03,-0.01,93,0.04
CA-033,Lake County,California,2016,June,0.26,-0.15,77,0.41
CA-035,Lassen County,California,2016,June,0.56,-0.48,56,1.04
CA-037,Los Angeles County,California,2016,June,0.01,-0.05,44,0.06
CA-039,Madera County,California,2016,June,0.23,-0.05,84,0.28
CA-041,Marin County,California,2016,June,0.03,-0.22,54,0.25
CA-043,Mariposa County,California,2016,June,0.18,-0.22,64,0.4
CA-045,Mendocino County,California,2016,June,0.46,-0.04,84,0.5
CA-047,Merced County,California,2016,June,0,-0.07,1,0.07
CA-049,Modoc County,California,2016,June,0.85,-0.23,72,1.08
CA-051,Mono County,California,2016,June,0.6,0.1,93,0.5
CA-053,Monterey County,California,2016,June,0.01,-0.06,38,0.07
CA-055,Napa County,California,2016,June,0.01,-0.22,35,0.23
CA-057,Nevada County,California,2016,June,0.15,-0.64,39,0.79
CA-059,Orange County,California,2016,June,0.02,-0.04,79,0.06
CA-061,Placer County,California,2016,June,0.08,-0.63,27,0.71
CA-063,Plumas County,California,2016,June,0.62,-0.31,67,0.93
CA-065,Riverside County,California,2016,June,0,-0.03,1,0.03
CA-067,Sacramento County,California,2016,June,0,-0.17,1,0.17
CA-069,San Benito County,California,2016,June,0,-0.07,1,0.07
CA-071,San Bernardino County,California,2016,June,0.03,-0.02,81,0.05
CA-073,San Diego County,California,2016,June,0,-0.06,1,0.06
CA-075,San Francisco County,California,2016,June,0.01,-0.19,42,0.2
CA-077,San Joaquin County,California,2016,June,0,-0.11,1,0.11
CA-079,San Luis Obispo County,California,2016,June,0,-0.04,1,0.04
CA-081,San Mateo County,California,2016,June,0.01,-0.2,26,0.21
CA-083,Santa Barbara County,California,2016,June,0,-0.04,1,0.04
CA-085,Santa Clara County,California,2016,June,0,-0.14,1,0.14
CA-087,Santa Cruz County,California,2016,June,0,-0.21,1,0.21
CA-089,Shasta County,California,2016,June,1.67,0.68,97,0.99
CA-091,Sierra County,California,2016,June,0.25,-0.64,40,0.89
CA-093,Siskiyou County,California,2016,June,1.15,0.06,83,1.09
CA-095,Solano County,California,2016,June,0,-0.14,1,0.14
CA-097,Sonoma County,California,2016,June,0.15,-0.17,81,0.32
CA-099,Stanislaus County,California,2016,June,0,-0.09,1,0.09
CA-101,Sutter County,California,2016,June,0.01,-0.2,37,0.21
CA-103,Tehama County,California,2016,June,1.21,0.5,98,0.71
CA-105,Trinity County,California,2016,June,0.89,-0.01,80,0.9
CA-107,Tulare County,California,2016,June,0.15,-0.03,93,0.18
CA-109,Tuolumne County,California,2016,June,0.2,-0.49,43,0.69
CA-111,Ventura County,California,2016,June,0,-0.05,1,0.05
CA-113,Yolo County,California,2016,June,0.01,-0.17,43,0.18
CA-115,Yuba County,California,2016,June,0.09,-0.36,52,0.45
CA-001,Alameda County,California,2016,July,0,-0.01,1,0.01
CA-003,Alpine County,California,2016,July,0.01,-0.44,7,0.45
CA-005,Amador County,California,2016,July,0,-0.05,1,0.05
CA-007,Butte County,California,2016,July,0,-0.03,1,0.03
CA-009,Calaveras County,California,2016,July,0,-0.04,1,0.04
CA-011,Colusa County,California,2016,July,0,-0.01,1,0.01
CA-013,Contra Costa County,California,2016,July,0,-0.01,1,0.01
CA-015,Del Norte County,California,2016,July,0.71,0.34,111,0.37
CA-017,El Dorado County,California,2016,July,0,-0.13,1,0.13
CA-019,Fresno County,California,2016,July,0,-0.11,1,0.11
CA-021,Glenn County,California,2016,July,0,-0.03,1,0.03
CA-023,Humboldt County,California,2016,July,0.31,0.17,108,0.14
CA-025,Imperial County,California,2016,July,0.08,-0.1,60,0.18
CA-027,Inyo County,California,2016,July,0.11,-0.18,44,0.29
CA-029,Kern County,California,2016,July,0,-0.05,1,0.05
CA-031,Kings County,California,2016,July,0,-0.01,1,0.01
CA-033,Lake County,California,2016,July,0,-0.02,1,0.02
CA-035,Lassen County,California,2016,July,0.02,-0.29,13,0.31
CA-037,Los Angeles County,California,2016,July,0,-0.03,1,0.03
CA-039,Madera County,California,2016,July,0.02,-0.07,32,0.09
CA-041,Marin County,California,2016,July,0,-0.01,1,0.01
CA-043,Mariposa County,California,2016,July,0.01,-0.08,21,0.09
CA-045,Mendocino County,California,2016,July,0.01,-0.03,83,0.04
CA-047,Merced County,California,2016,July,0,-0,1,0
CA-049,Modoc County,California,2016,July,0.11,-0.28,43,0.39
CA-051,Mono County,California,2016,July,0.21,-0.26,47,0.47
CA-053,Monterey County,California,2016,July,0,-0.01,1,0.01
CA-055,Napa County,California,2016,July,0,-0.01,1,0.01
CA-057,Nevada County,California,2016,July,0,-0.12,1,0.12
CA-059,Orange County,California,2016,July,0,-0.02,1,0.02
CA-061,Placer County,California,2016,July,0,-0.09,1,0.09
CA-063,Plumas County,California,2016,July,0,-0.22,1,0.22
CA-065,Riverside County,California,2016,July,0.04,-0.22,26,0.26
CA-067,Sacramento County,California,2016,July,0,-0.01,1,0.01
CA-069,San Benito County,California,2016,July,0,-0.01,1,0.01
CA-071,San Bernardino County,California,2016,July,0.16,-0.2,41,0.36
CA-073,San Diego County,California,2016,July,0,-0.2,1,0.2
CA-075,San Francisco County,California,2016,July,0.02,0.01,103,0.01
CA-077,San Joaquin County,California,2016,July,0,-0.01,1,0.01
CA-079,San Luis Obispo County,California,2016,July,0,-0.01,1,0.01
CA-081,San Mateo County,California,2016,July,0.02,-0,91,0.02
CA-083,Santa Barbara County,California,2016,July,0,-0.02,1,0.02
CA-085,Santa Clara County,California,2016,July,0.01,-0,100,0.01
CA-087,Santa Cruz County,California,2016,July,0.02,-0,90,0.02
CA-089,Shasta County,California,2016,July,0.01,-0.15,18,0.16
CA-091,Sierra County,California,2016,July,0,-0.23,1,0.23
CA-093,Siskiyou County,California,2016,July,0.2,-0.16,57,0.36
CA-095,Solano County,California,2016,July,0,-0,1,0
CA-097,Sonoma County,California,2016,July,0,-0.01,1,0.01
CA-099,Stanislaus County,California,2016,July,0,-0.01,1,0.01
CA-101,Sutter County,California,2016,July,0,-0,1,0
CA-103,Tehama County,California,2016,July,0.01,-0.06,34,0.07
CA-105,Trinity County,California,2016,July,0.05,-0.14,46,0.19
CA-107,Tulare County,California,2016,July,0,-0.13,1,0.13
CA-109,Tuolumne County,California,2016,July,0.04,-0.13,33,0.17
CA-111,Ventura County,California,2016,July,0,-0.02,1,0.02
CA-113,Yolo County,California,2016,July,0,-0.01,1,0.01
CA-115,Yuba County,California,2016,July,0,-0.01,1,0.01
CA-001,Alameda County,California,2016,August,0,-0.03,1,0.03
CA-003,Alpine County,California,2016,August,0.12,-0.32,42,0.44
CA-005,Amador County,California,2016,August,0.02,-0.05,52,0.07
CA-007,Butte County,California,2016,August,0,-0.1,1,0.1
CA-009,Calaveras County,California,2016,August,0,-0.05,1,0.05
CA-011,Colusa County,California,2016,August,0,-0.04,1,0.04
CA-013,Contra Costa County,California,2016,August,0,-0.03,1,0.03
CA-015,Del Norte County,California,2016,August,0,-0.52,1,0.52
CA-017,El Dorado County,California,2016,August,0.05,-0.09,51,0.14
CA-019,Fresno County,California,2016,August,0.02,-0.11,31,0.13
CA-021,Glenn County,California,2016,August,0,-0.07,1,0.07
CA-023,Humboldt County,California,2016,August,0.01,-0.28,16,0.29
CA-025,Imperial County,California,2016,August,0.03,-0.36,27,0.39
CA-027,Inyo County,California,2016,August,0.04,-0.29,31,0.33
CA-029,Kern County,California,2016,August,0,-0.08,1,0.08
CA-031,Kings County,California,2016,August,0,-0.01,1,0.01
CA-033,Lake County,California,2016,August,0,-0.11,1,0.11
CA-035,Lassen County,California,2016,August,0.04,-0.26,25,0.3
CA-037,Los Angeles County,California,2016,August,0,-0.07,1,0.07
CA-039,Madera County,California,2016,August,0.01,-0.1,26,0.11
CA-041,Marin County,California,2016,August,0.01,-0.1,47,0.11
CA-043,Mariposa County,California,2016,August,0,-0.09,1,0.09
CA-045,Mendocino County,California,2016,August,0.01,-0.12,45,0.13
CA-047,Merced County,California,2016,August,0,-0.01,1,0.01
CA-049,Modoc County,California,2016,August,0.02,-0.32,14,0.34
CA-051,Mono County,California,2016,August,0.05,-0.45,21,0.5
CA-053,Monterey County,California,2016,August,0,-0.02,1,0.02
CA-055,Napa County,California,2016,August,0,-0.07,1,0.07
CA-057,Nevada County,California,2016,August,0.04,-0.15,48,0.19
CA-059,Orange County,California,2016,August,0,-0.05,1,0.05
CA-061,Placer County,California,2016,August,0.04,-0.11,50,0.15
CA-063,Plumas County,California,2016,August,0.05,-0.22,40,0.27
CA-065,Riverside County,California,2016,August,0.08,-0.39,31,0.47
CA-067,Sacramento County,California,2016,August,0,-0.02,1,0.02
CA-069,San Benito County,California,2016,August,0.01,-0.01,99,0.02
CA-071,San Bernardino County,California,2016,August,0.3,-0.23,59,0.53
CA-073,San Diego County,California,2016,August,0,-0.32,1,0.32
CA-075,San Francisco County,California,2016,August,0.01,-0.06,50,0.07
CA-077,San Joaquin County,California,2016,August,0,-0.02,1,0.02
CA-079,San Luis Obispo County,California,2016,August,0,-0.02,1,0.02
CA-081,San Mateo County,California,2016,August,0.01,-0.05,48,0.06
CA-083,Santa Barbara County,California,2016,August,0,-0.03,1,0.03
