ID,Name,State,Year,Month,Temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-011,Colusa County,California,2017,November,53,1.2,84,51.8
CA-013,Contra Costa County,California,2017,November,55,1.7,96,53.3
CA-015,Del Norte County,California,2017,November,44.5,0.1,61,44.4
CA-017,El Dorado County,California,2017,November,47.9,1.5,87,46.4
CA-019,Fresno County,California,2017,November,50.9,4.2,125,46.7
CA-021,Glenn County,California,2017,November,51.4,0.8,75,50.6
CA-023,Humboldt County,California,2017,November,48.3,1.3,87,47
CA-025,Imperial County,California,2017,November,69.4,7.2,129,62.2
CA-027,Inyo County,California,2017,November,54.2,5.1,125,49.1
CA-029,Kern County,California,2017,November,56.6,4.8,126,51.8
CA-031,Kings County,California,2017,November,57.4,4.2,124,53.2
CA-033,Lake County,California,2017,November,49,0.1,63,48.9
CA-035,Lassen County,California,2017,November,40.5,3.4,118,37.1
CA-037,Los Angeles County,California,2017,November,60.5,6,129,54.5
CA-039,Madera County,California,2017,November,51.2,4,123,47.2
CA-041,Marin County,California,2017,November,54.6,1.6,99,53
CA-043,Mariposa County,California,2017,November,50.2,3.3,116,46.9
CA-045,Mendocino County,California,2017,November,50,0.9,81,49.1
CA-047,Merced County,California,2017,November,57.1,4.2,128,52.9
CA-049,Modoc County,California,2017,November,39,2.4,96,36.6
CA-051,Mono County,California,2017,November,40.6,5.1,127,35.5
CA-053,Monterey County,California,2017,November,56.4,3.8,120,52.6
CA-055,Napa County,California,2017,November,53.2,1.2,86,52
CA-057,Nevada County,California,2017,November,45.6,0.9,79,44.7
CA-059,Orange County,California,2017,November,65.1,5.1,128,60
CA-061,Placer County,California,2017,November,47.2,1.2,83,46
CA-063,Plumas County,California,2017,November,41,2.1,105,39
CA-065,Riverside County,California,2017,November,64.6,6.4,129,58.2
CA-067,Sacramento County,California,2017,November,55.8,2.1,104,53.7
CA-069,San Benito County,California,2017,November,54.7,3.4,117,51.3
CA-071,San Bernardino County,California,2017,November,61.4,6.6,128,54.8
CA-073,San Diego County,California,2017,November,62.4,6.2,129,56.2
CA-075,San Francisco County,California,2017,November,56.7,2.6,112,54.1
CA-077,San Joaquin County,California,2017,November,56.6,3.3,124,53.3
CA-079,San Luis Obispo County,California,2017,November,57.5,4.7,125,52.8
CA-081,San Mateo County,California,2017,November,55.7,2.5,112,53.2
CA-083,Santa Barbara County,California,2017,November,58.5,5.1,127,53.4
CA-085,Santa Clara County,California,2017,November,54.7,2.8,112,51.9
CA-087,Santa Cruz County,California,2017,November,56.6,3.8,123,52.8
CA-089,Shasta County,California,2017,November,46.2,0.3,71,45.9
CA-091,Sierra County,California,2017,November,42,2.8,110,39.2
CA-093,Siskiyou County,California,2017,November,40.3,0.9,80,39.4
CA-095,Solano County,California,2017,November,55.1,1.7,98,53.4
CA-097,Sonoma County,California,2017,November,53.1,1,82,52.1
CA-099,Stanislaus County,California,2017,November,56.6,4,126,52.6
CA-101,Sutter County,California,2017,November,55.6,2.1,100,53.5
CA-103,Tehama County,California,2017,November,49.9,0.4,70,49.5
CA-105,Trinity County,California,2017,November,44.6,1.3,88,43.3
CA-107,Tulare County,California,2017,November,49.6,4.1,119,45.5
CA-109,Tuolumne County,California,2017,November,45.5,2.7,109,42.8
CA-111,Ventura County,California,2017,November,57.5,5.3,128,52.2
CA-113,Yolo County,California,2017,November,54.5,1.4,87,53.1
CA-115,Yuba County,California,2017,November,53.2,1.2,81,52
CA-001,Alameda County,California,2017,December,49.7,2.6,109,47.1
CA-003,Alpine County,California,2017,December,36.9,5.9,124,31
CA-005,Amador County,California,2017,December,49.2,5.3,128,43.9
CA-007,Butte County,California,2017,December,48.6,4.5,127,44.1
CA-009,Calaveras County,California,2017,December,49.9,6,128,44
CA-011,Colusa County,California,2017,December,49.3,4.2,124,45.1
CA-013,Contra Costa County,California,2017,December,50.4,3.6,122,46.8
CA-015,Del Norte County,California,2017,December,43.6,3.5,124,40.1
CA-017,El Dorado County,California,2017,December,45.4,4.8,127,40.6
CA-019,Fresno County,California,2017,December,44.2,4.2,123,40
CA-021,Glenn County,California,2017,December,48.1,4,124,44.1
CA-023,Humboldt County,California,2017,December,43.9,1.6,92,42.3
CA-025,Imperial County,California,2017,December,59.4,4.9,127,54.5
CA-027,Inyo County,California,2017,December,46.4,4.9,124,41.5
CA-029,Kern County,California,2017,December,49.3,4.5,124,44.8
CA-031,Kings County,California,2017,December,48.8,3.1,111,45.7
CA-033,Lake County,California,2017,December,48.3,4.9,129,43.4
CA-035,Lassen County,California,2017,December,33,2.6,101,30.4
CA-037,Los Angeles County,California,2017,December,55.1,6.3,130,48.8
CA-039,Madera County,California,2017,December,44.8,4.1,121,40.7
CA-041,Marin County,California,2017,December,51.2,3.2,117,48
CA-043,Mariposa County,California,2017,December,46.8,5.9,129,40.9
CA-045,Mendocino County,California,2017,December,45.9,1.7,99,44.2
CA-047,Merced County,California,2017,December,48.9,3.3,111,45.6
CA-049,Modoc County,California,2017,December,34.2,4.1,114,30.1
CA-051,Mono County,California,2017,December,34.4,5.4,124,29
CA-053,Monterey County,California,2017,December,51,3.4,119,47.6
CA-055,Napa County,California,2017,December,49.1,3.3,122,45.8
CA-057,Nevada County,California,2017,December,43.2,4.4,123,38.8
CA-059,Orange County,California,2017,December,62,6.9,130,55.1
CA-061,Placer County,California,2017,December,44.4,4.5,126,39.9
CA-063,Plumas County,California,2017,December,34.5,1.8,96,32.7
CA-065,Riverside County,California,2017,December,57.2,5.9,127,51.3
CA-067,Sacramento County,California,2017,December,49.3,2.8,107,46.5
CA-069,San Benito County,California,2017,December,50.5,4.8,127,45.7
CA-071,San Bernardino County,California,2017,December,53,5.9,127,47.1
CA-073,San Diego County,California,2017,December,57.2,6.5,130,50.7
CA-075,San Francisco County,California,2017,December,52.8,3.6,123,49.2
CA-077,San Joaquin County,California,2017,December,48.8,2.8,105,46
CA-079,San Luis Obispo County,California,2017,December,52.3,4.8,127,47.5
CA-081,San Mateo County,California,2017,December,51.5,2.8,114,48.7
CA-083,Santa Barbara County,California,2017,December,53.6,5,127,48.6
CA-085,Santa Clara County,California,2017,December,49.6,3.3,120,46.3
CA-087,Santa Cruz County,California,2017,December,51.5,3.2,120,48.3
CA-089,Shasta County,California,2017,December,43,3.4,119,39.6
CA-091,Sierra County,California,2017,December,37.1,4,119,33.1
CA-093,Siskiyou County,California,2017,December,36.3,2.5,108,33.8
CA-095,Solano County,California,2017,December,49.1,2.6,106,46.5
CA-097,Sonoma County,California,2017,December,49.2,2.3,108,46.9
CA-099,Stanislaus County,California,2017,December,48.8,3.3,113,45.5
CA-101,Sutter County,California,2017,December,49.3,3,114,46.3
CA-103,Tehama County,California,2017,December,47.4,4.2,127,43.2
CA-105,Trinity County,California,2017,December,38.6,1,80,37.6
CA-107,Tulare County,California,2017,December,44,5.3,128,38.7
CA-109,Tuolumne County,California,2017,December,43,6,128,37
CA-111,Ventura County,California,2017,December,52.8,5.8,130,47
CA-113,Yolo County,California,2017,December,49.1,2.9,113,46.2
CA-115,Yuba County,California,2017,December,49.7,4.3,125,45.4
CA-001,Alameda County,California,2018,January,51.1,4.7,127,46.4
CA-003,Alpine County,California,2018,January,37.1,7.7,128,29.4
CA-005,Amador County,California,2018,January,48.6,5.5,126,43.1
CA-007,Butte County,California,2018,January,48.8,5.6,125,43.2
CA-009,Calaveras County,California,2018,January,49.5,6.2,129,43.3
CA-011,Colusa County,California,2018,January,49,4.6,123,44.4
CA-013,Contra Costa County,California,2018,January,50.6,4.7,127,45.9
CA-015,Del Norte County,California,2018,January,43.9,4.6,122,39.3
CA-017,El Dorado County,California,2018,January,45.3,5.7,127,39.6
CA-019,Fresno County,California,2018,January,45.9,6.7,129,39.2
CA-021,Glenn County,California,2018,January,48,4.6,124,43.4
CA-023,Humboldt County,California,2018,January,46.4,4.6,126,41.8
CA-025,Imperial County,California,2018,January,61.6,7.4,129,54.2
CA-027,Inyo County,California,2018,January,47.9,6.7,129,41.2
CA-029,Kern County,California,2018,January,51.2,6.9,130,44.3
CA-031,Kings County,California,2018,January,51.3,6,129,45.3
CA-033,Lake County,California,2018,January,46.9,4,123,42.9
CA-035,Lassen County,California,2018,January,37.1,8,127,29.1
CA-037,Los Angeles County,California,2018,January,55.6,7.8,129,47.8
CA-039,Madera County,California,2018,January,46.7,6.9,129,39.8
CA-041,Marin County,California,2018,January,51.4,4.3,123,47.1
CA-043,Mariposa County,California,2018,January,46.9,7.1,128,39.8
CA-045,Mendocino County,California,2018,January,47.3,3.4,122,43.9
CA-047,Merced County,California,2018,January,51.6,6.3,130,45.3
CA-049,Modoc County,California,2018,January,37.3,8.6,128,28.7
CA-051,Mono County,California,2018,January,35.4,8.2,127,27.2
CA-053,Monterey County,California,2018,January,53.2,6.3,129,46.9
CA-055,Napa County,California,2018,January,49.6,4.5,127,45.1
CA-057,Nevada County,California,2018,January,42.8,5.2,126,37.6
CA-059,Orange County,California,2018,January,61.8,7.8,129,54
CA-061,Placer County,California,2018,January,44,5.3,126,38.7
CA-063,Plumas County,California,2018,January,37.3,5.9,126,31.4
CA-065,Riverside County,California,2018,January,57.9,7.5,129,50.4
CA-067,Sacramento County,California,2018,January,50.3,4.5,123,45.8
CA-069,San Benito County,California,2018,January,51.6,6.7,129,44.9
CA-071,San Bernardino County,California,2018,January,54,7.4,129,46.6
CA-073,San Diego County,California,2018,January,57.9,8.4,129,49.5
CA-075,San Francisco County,California,2018,January,52.9,4.7,127,48.2
CA-077,San Joaquin County,California,2018,January,51.8,6.3,131,45.5
CA-079,San Luis Obispo County,California,2018,January,53.9,7,130,46.9
CA-081,San Mateo County,California,2018,January,52.7,4.7,127,48
CA-083,Santa Barbara County,California,2018,January,55.2,7.2,129,48
CA-085,Santa Clara County,California,2018,January,51.3,5.6,128,45.7
CA-087,Santa Cruz County,California,2018,January,52.9,5.3,127,47.6
CA-089,Shasta County,California,2018,January,44.1,5.3,126,38.8
CA-091,Sierra County,California,2018,January,38.2,6.5,127,31.7
CA-093,Siskiyou County,California,2018,January,38.8,5.9,126,32.9
CA-095,Solano County,California,2018,January,50.2,4.4,123,45.8
CA-097,Sonoma County,California,2018,January,50.2,3.8,122,46.4
CA-099,Stanislaus County,California,2018,January,51.5,6.4,131,45.1
CA-101,Sutter County,California,2018,January,50,4.4,122,45.6
CA-103,Tehama County,California,2018,January,47.2,4.8,123,42.4
CA-105,Trinity County,California,2018,January,42.1,4.8,125,37.3
CA-107,Tulare County,California,2018,January,44.7,6.6,127,38.1
CA-109,Tuolumne County,California,2018,January,42.7,7,127,35.7
CA-111,Ventura County,California,2018,January,54.4,8.4,129,46
CA-113,Yolo County,California,2018,January,49.7,4.1,120,45.6
CA-115,Yuba County,California,2018,January,49.2,4.7,125,44.5
CA-001,Alameda County,California,2018,February,51.5,2,101,49.5
CA-003,Alpine County,California,2018,February,30.5,0.2,57,30.3
CA-005,Amador County,California,2018,February,46.5,0.8,79,45.7
CA-007,Butte County,California,2018,February,48.4,1.5,89,46.9
CA-009,Calaveras County,California,2018,February,47,1.1,85,45.9
CA-011,Colusa County,California,2018,February,51.5,2.9,111,48.6
CA-013,Contra Costa County,California,2018,February,52.9,2.9,116,50
CA-015,Del Norte County,California,2018,February,41.6,0.1,62,41.5
CA-017,El Dorado County,California,2018,February,41.5,0.2,61,41.3
CA-019,Fresno County,California,2018,February,43.8,1.5,88,42.3
CA-021,Glenn County,California,2018,February,49.2,2.1,95,47.1
CA-023,Humboldt County,California,2018,February,43.8,-0.3,58,44.1
CA-025,Imperial County,California,2018,February,59.6,1.2,78,58.4
CA-027,Inyo County,California,2018,February,45.5,0.8,72,44.7
CA-029,Kern County,California,2018,February,49.4,1.6,92,47.8
CA-031,Kings County,California,2018,February,51.7,1.2,79,50.5
CA-033,Lake County,California,2018,February,47.5,2.5,110,45
CA-035,Lassen County,California,2018,February,31.5,-1.1,42,32.6
CA-037,Los Angeles County,California,2018,February,52.4,2.9,105,49.5
CA-039,Madera County,California,2018,February,44.3,1.4,85,42.9
CA-041,Marin County,California,2018,February,52.4,2.6,113,49.8
CA-043,Mariposa County,California,2018,February,43.3,1,82,42.3
CA-045,Mendocino County,California,2018,February,46,0.1,63,45.9
CA-047,Merced County,California,2018,February,51.4,1.5,89,49.9
CA-049,Modoc County,California,2018,February,31.5,-0.7,46,32.2
CA-051,Mono County,California,2018,February,30.3,1.1,72,29.2
CA-053,Monterey County,California,2018,February,50.7,1.9,99,48.8
CA-055,Napa County,California,2018,February,51.2,2.8,108,48.4
CA-057,Nevada County,California,2018,February,40.3,0.6,70,39.7
CA-059,Orange County,California,2018,February,58.2,3.2,111,55
CA-061,Placer County,California,2018,February,41.2,0.1,56,41.1
CA-063,Plumas County,California,2018,February,33.3,-0.6,48,33.9
CA-065,Riverside County,California,2018,February,55.6,1.9,92,53.7
CA-067,Sacramento County,California,2018,February,51.2,0.4,64,50.8
CA-069,San Benito County,California,2018,February,49.2,2.3,102,46.9
CA-071,San Bernardino County,California,2018,February,52.2,1.6,86,50.6
CA-073,San Diego County,California,2018,February,53.3,2,96,51.3
CA-075,San Francisco County,California,2018,February,54.1,3,117,51.1
CA-077,San Joaquin County,California,2018,February,52.9,2.5,108,50.4
CA-079,San Luis Obispo County,California,2018,February,50.3,1.7,89,48.6
CA-081,San Mateo County,California,2018,February,51.8,1.9,102,49.9
CA-083,Santa Barbara County,California,2018,February,50.6,2,96,48.6
CA-085,Santa Clara County,California,2018,February,50,1.9,100,48.1
CA-087,Santa Cruz County,California,2018,February,51.4,2,101,49.4
CA-089,Shasta County,California,2018,February,42.9,1.2,79,41.7
CA-091,Sierra County,California,2018,February,33.8,0.2,55,33.6
CA-093,Siskiyou County,California,2018,February,35.8,-0,56,35.8
CA-095,Solano County,California,2018,February,52.6,2.1,104,50.5
CA-097,Sonoma County,California,2018,February,51.2,2.2,109,49
CA-099,Stanislaus County,California,2018,February,51.5,1.9,100,49.6
CA-101,Sutter County,California,2018,February,51.8,1.1,78,50.7
CA-103,Tehama County,California,2018,February,47.6,2.2,99,45.4
CA-105,Trinity County,California,2018,February,40.3,0.5,66,39.8
CA-107,Tulare County,California,2018,February,42,1.2,80,40.8
CA-109,Tuolumne County,California,2018,February,38.4,1.1,81,37.3
CA-111,Ventura County,California,2018,February,49.6,2.9,106,46.7
CA-113,Yolo County,California,2018,February,52,1.9,101,50.1
CA-115,Yuba County,California,2018,February,49.6,1.1,83,48.5
CA-001,Alameda County,California,2018,March,51.9,0,61,51.9
CA-003,Alpine County,California,2018,March,32.1,-1.4,40,33.5
CA-005,Amador County,California,2018,March,47.4,-1,46,48.4
CA-007,Butte County,California,2018,March,49.5,-0.8,50,50.3
CA-009,Calaveras County,California,2018,March,47.2,-1.5,37,48.7
CA-011,Colusa County,California,2018,March,51.4,-0.9,50,52.3
CA-013,Contra Costa County,California,2018,March,52.7,-0.3,59,53
CA-015,Del Norte County,California,2018,March,43.8,0.4,77,43.4
CA-017,El Dorado County,California,2018,March,42.2,-1.6,36,43.8
CA-019,Fresno County,California,2018,March,45.5,0.1,65,45.4
CA-021,Glenn County,California,2018,March,49,-1.6,39,50.6
CA-023,Humboldt County,California,2018,March,47,0.8,80,46.2
CA-025,Imperial County,California,2018,March,65.4,2.3,95,63.1
CA-027,Inyo County,California,2018,March,49.5,-0.1,62,49.6
CA-029,Kern County,California,2018,March,52.5,1,81,51.6
CA-031,Kings County,California,2018,March,55.4,0.8,73,54.6
CA-033,Lake County,California,2018,March,46.4,-1.3,42,47.7
CA-035,Lassen County,California,2018,March,35.4,-1.5,42,36.9
CA-037,Los Angeles County,California,2018,March,53.4,1.3,85,52.1
CA-039,Madera County,California,2018,March,46.2,0,62,46.2
CA-041,Marin County,California,2018,March,51,-0,63,51
CA-043,Mariposa County,California,2018,March,44,-1.2,41,45.2
CA-045,Mendocino County,California,2018,March,47,-0.8,53,47.8
CA-047,Merced County,California,2018,March,54,0.3,71,53.7
CA-049,Modoc County,California,2018,March,36,-0.4,59,36.4
CA-051,Mono County,California,2018,March,32.2,-1.1,44,33.3
CA-053,Monterey County,California,2018,March,51.5,0.8,77,50.7
CA-055,Napa County,California,2018,March,50.7,-0.4,53,51.1
CA-057,Nevada County,California,2018,March,40.6,-1.9,34,42.5
CA-059,Orange County,California,2018,March,58.3,1.9,92,56.4
CA-061,Placer County,California,2018,March,42.3,-1.6,38,43.9
CA-063,Plumas County,California,2018,March,35.2,-2.4,26,37.6
CA-065,Riverside County,California,2018,March,59.7,2.2,96,57.5
CA-067,Sacramento County,California,2018,March,53.8,-0.5,57,54.3
CA-069,San Benito County,California,2018,March,49.7,0.3,72,49.4
CA-071,San Bernardino County,California,2018,March,56.7,1.3,81,55.4
CA-073,San Diego County,California,2018,March,55.6,2.2,98,53.4
CA-075,San Francisco County,California,2018,March,53.3,0.7,77,52.6
CA-077,San Joaquin County,California,2018,March,54.8,0.8,79,54
CA-079,San Luis Obispo County,California,2018,March,52.1,1.3,84,50.8
CA-081,San Mateo County,California,2018,March,52.4,1.2,86,51.2
CA-083,Santa Barbara County,California,2018,March,51.5,1.6,87,49.9
CA-085,Santa Clara County,California,2018,March,50.8,0.6,75,50.2
CA-087,Santa Cruz County,California,2018,March,52.2,1.5,88,50.7
CA-089,Shasta County,California,2018,March,43.5,-1.7,40,45.2
CA-091,Sierra County,California,2018,March,35.1,-1.9,38,37
CA-093,Siskiyou County,California,2018,March,38.4,-0.6,58,39
CA-095,Solano County,California,2018,March,53.2,-0.5,54,53.7
CA-097,Sonoma County,California,2018,March,50,-0.6,51,50.6
CA-099,Stanislaus County,California,2018,March,53.5,0.4,73,53.1
CA-101,Sutter County,California,2018,March,54.1,-0.4,57,54.5
CA-103,Tehama County,California,2018,March,47.3,-1.3,43,48.6
CA-105,Trinity County,California,2018,March,42.1,-0.8,53,42.9
CA-107,Tulare County,California,2018,March,43.9,-0,60,43.9
CA-109,Tuolumne County,California,2018,March,38,-2.1,34,40.1
CA-111,Ventura County,California,2018,March,49.6,1.1,79,48.5
CA-113,Yolo County,California,2018,March,52.6,-1.1,44,53.7
CA-115,Yuba County,California,2018,March,50.6,-1.1,46,51.7
CA-001,Alameda County,California,2018,April,56.8,1.6,96,55.2
CA-003,Alpine County,California,2018,April,40.9,2.2,96,38.7
CA-005,Amador County,California,2018,April,54.6,1.4,90,53.2
CA-007,Butte County,California,2018,April,56.8,1.2,84,55.6
CA-009,Calaveras County,California,2018,April,55.4,1.9,96,53.5
CA-011,Colusa County,California,2018,April,59,1.7,89,57.3
CA-013,Contra Costa County,California,2018,April,57.9,1.2,91,56.7
CA-015,Del Norte County,California,2018,April,48.2,1.2,94,47
CA-017,El Dorado County,California,2018,April,50,1.3,84,48.7
CA-019,Fresno County,California,2018,April,54,3.3,109,50.7
CA-021,Glenn County,California,2018,April,56.7,1.1,81,55.6
CA-023,Humboldt County,California,2018,April,51.6,1.9,98,49.7
CA-025,Imperial County,California,2018,April,75.2,5.4,129,69.8
CA-027,Inyo County,California,2018,April,61.4,4.7,123,56.7
CA-029,Kern County,California,2018,April,61.1,4.1,114,57
CA-031,Kings County,California,2018,April,63.7,3.3,109,60.4
CA-033,Lake County,California,2018,April,52.8,1.2,86,51.6
CA-035,Lassen County,California,2018,April,44,1.2,82,42.8
CA-037,Los Angeles County,California,2018,April,60.7,4.6,119,56.1
CA-039,Madera County,California,2018,April,54,2.5,103,51.5
CA-041,Marin County,California,2018,April,54.2,1.3,90,52.9
CA-043,Mariposa County,California,2018,April,52.5,2.2,98,50.3
CA-045,Mendocino County,California,2018,April,51.8,1,84,50.8
CA-047,Merced County,California,2018,April,60.6,1.8,99,58.8
CA-049,Modoc County,California,2018,April,43.9,1.5,86,42.4
CA-051,Mono County,California,2018,April,43.3,3.9,116,39.4
CA-053,Monterey County,California,2018,April,56.3,2.5,105,53.8
CA-055,Napa County,California,2018,April,56.4,1.3,88,55.1
CA-057,Nevada County,California,2018,April,49,1.4,90,47.6
CA-059,Orange County,California,2018,April,62.9,3.6,117,59.3
CA-061,Placer County,California,2018,April,50.2,1.2,87,49
CA-063,Plumas County,California,2018,April,44.5,1.3,84,43.2
CA-065,Riverside County,California,2018,April,69.2,5.5,128,63.7
CA-067,Sacramento County,California,2018,April,59.9,0.8,80,59.1
CA-069,San Benito County,California,2018,April,56,2.7,104,53.4
CA-071,San Bernardino County,California,2018,April,67.9,5.5,127,62.4
CA-073,San Diego County,California,2018,April,62.1,4.6,126,57.5
CA-075,San Francisco County,California,2018,April,56,1.6,104,54.4
CA-077,San Joaquin County,California,2018,April,61.1,2.2,99,58.9
CA-079,San Luis Obispo County,California,2018,April,58,3.7,116,54.3
CA-081,San Mateo County,California,2018,April,55.2,2.1,108,53.1
CA-083,Santa Barbara County,California,2018,April,56.8,4.2,119,52.6
CA-085,Santa Clara County,California,2018,April,55.4,2,103,53.4
CA-087,Santa Cruz County,California,2018,April,55.6,2.6,112,53
CA-089,Shasta County,California,2018,April,51.8,1.1,77,50.7
CA-091,Sierra County,California,2018,April,44.3,1.8,91,42.5
CA-093,Siskiyou County,California,2018,April,45,1.1,81,43.9
CA-095,Solano County,California,2018,April,59.1,1.2,87,57.9
CA-097,Sonoma County,California,2018,April,54.6,1.3,87,53.3
CA-099,Stanislaus County,California,2018,April,60.1,2.1,101,58
CA-101,Sutter County,California,2018,April,61.2,1.5,90,59.7
CA-103,Tehama County,California,2018,April,54.9,1.1,77,53.8
CA-105,Trinity County,California,2018,April,48.9,1.5,82,47.4
CA-107,Tulare County,California,2018,April,52.5,3.2,107,49.3
CA-109,Tuolumne County,California,2018,April,47.2,2.2,99,45
CA-111,Ventura County,California,2018,April,55.4,3.8,113,51.6
CA-113,Yolo County,California,2018,April,59.1,0.7,77,58.4
CA-115,Yuba County,California,2018,April,58,1.2,83,56.8
CA-001,Alameda County,California,2018,May,60.3,0.5,71,59.8
CA-003,Alpine County,California,2018,May,47.8,2.5,103,45.3
CA-005,Amador County,California,2018,May,61.4,1.6,86,59.8
CA-007,Butte County,California,2018,May,65.2,2.6,99,62.6
CA-009,Calaveras County,California,2018,May,61.8,1.6,88,60.2
CA-011,Colusa County,California,2018,May,67.2,2.4,98,64.8
CA-013,Contra Costa County,California,2018,May,61.4,-0.1,57,61.5
CA-015,Del Norte County,California,2018,May,56,3.6,122,52.4
CA-017,El Dorado County,California,2018,May,57.2,1.7,88,55.5
CA-019,Fresno County,California,2018,May,59.6,1.8,88,57.8
CA-021,Glenn County,California,2018,May,65.7,2.4,100,63.3
CA-023,Humboldt County,California,2018,May,57.4,3,114,54.4
CA-025,Imperial County,California,2018,May,78.8,1.6,85,77.2
CA-027,Inyo County,California,2018,May,67.4,2.4,92,65
CA-029,Kern County,California,2018,May,66.2,1.9,87,64.3
CA-031,Kings County,California,2018,May,69.1,1.6,87,67.5
CA-033,Lake County,California,2018,May,60.7,2.3,102,58.4
CA-035,Lassen County,California,2018,May,53.4,2.9,109,50.5
CA-037,Los Angeles County,California,2018,May,62.4,1.1,74,61.3
CA-039,Madera County,California,2018,May,60.1,1.5,87,58.6
CA-041,Marin County,California,2018,May,56.6,1.2,86,55.4
CA-043,Mariposa County,California,2018,May,58.6,1.2,86,57.4
CA-045,Mendocino County,California,2018,May,58.3,2.3,106,56.1
CA-047,Merced County,California,2018,May,66.2,0.9,74,65.3
CA-049,Modoc County,California,2018,May,54.1,4.2,116,49.9
CA-051,Mono County,California,2018,May,49.1,2.2,95,46.9
CA-053,Monterey County,California,2018,May,60,1.3,85,58.7
CA-055,Napa County,California,2018,May,62.8,2,95,60.8
CA-057,Nevada County,California,2018,May,56.7,2.3,97,54.4
CA-059,Orange County,California,2018,May,63,0.7,76,62.3
CA-061,Placer County,California,2018,May,57.9,2.2,97,55.7
CA-063,Plumas County,California,2018,May,52.9,2.6,105,50.3
CA-065,Riverside County,California,2018,May,72.3,1.7,85,70.6
CA-067,Sacramento County,California,2018,May,66.4,1.2,81,65.2
CA-069,San Benito County,California,2018,May,60.9,1.3,82,59.6
CA-071,San Bernardino County,California,2018,May,72.7,2.4,94,70.3
CA-073,San Diego County,California,2018,May,63.8,1.3,88,62.5
CA-075,San Francisco County,California,2018,May,57.7,1,92,56.7
CA-077,San Joaquin County,California,2018,May,66.6,1.7,88,64.9
CA-079,San Luis Obispo County,California,2018,May,60.7,1.2,82,59.5
CA-081,San Mateo County,California,2018,May,57.8,1.9,103,55.9
CA-083,Santa Barbara County,California,2018,May,58.5,1.6,96,57
CA-085,Santa Clara County,California,2018,May,59.7,1.2,79,58.5
CA-087,Santa Cruz County,California,2018,May,58.6,2.1,104,56.5
CA-089,Shasta County,California,2018,May,61.9,4.1,115,57.8
CA-091,Sierra County,California,2018,May,52.1,2.7,104,49.4
CA-093,Siskiyou County,California,2018,May,55.7,5,125,50.7
CA-095,Solano County,California,2018,May,64.5,1.2,83,63.3
CA-097,Sonoma County,California,2018,May,59.5,2.2,107,57.3
CA-099,Stanislaus County,California,2018,May,65.4,1.1,77,64.3
CA-101,Sutter County,California,2018,May,68.8,2.2,97,66.6
CA-103,Tehama County,California,2018,May,64.3,3,105,61.3
CA-105,Trinity County,California,2018,May,58.3,4.4,123,53.9
CA-107,Tulare County,California,2018,May,58.1,1.7,85,56.4
CA-109,Tuolumne County,California,2018,May,53.1,1.4,86,51.7
CA-111,Ventura County,California,2018,May,57.4,1,77,56.4
CA-113,Yolo County,California,2018,May,66.7,1.6,87,65.1
CA-115,Yuba County,California,2018,May,66,2.4,93,63.6
CA-001,Alameda County,California,2018,June,67.4,2.4,109,65
CA-003,Alpine County,California,2018,June,57.2,3.9,115,53.3
CA-005,Amador County,California,2018,June,71.2,3.9,115,67.3
CA-007,Butte County,California,2018,June,73.1,3,105,70.1
CA-009,Calaveras County,California,2018,June,71.2,3.4,114,67.8
CA-011,Colusa County,California,2018,June,74.8,2.5,106,72.3
CA-013,Contra Costa County,California,2018,June,69.6,2.7,108,66.9
CA-015,Del Norte County,California,2018,June,60.4,2.1,108,58.3
CA-017,El Dorado County,California,2018,June,66.5,3.2,113,63.3
CA-019,Fresno County,California,2018,June,68.8,3.2,110,65.6
CA-021,Glenn County,California,2018,June,73.4,2.2,101,71.2
CA-023,Humboldt County,California,2018,June,61.9,1.9,102,60
CA-025,Imperial County,California,2018,June,88.1,2.5,101,85.6
CA-027,Inyo County,California,2018,June,79.2,5.2,118,74
CA-029,Kern County,California,2018,June,76,3.5,108,72.5
CA-031,Kings County,California,2018,June,77,2.3,102,74.7
CA-033,Lake County,California,2018,June,69.1,3,110,66.1
CA-035,Lassen County,California,2018,June,60.2,2.1,95,58.1
CA-037,Los Angeles County,California,2018,June,71.4,3.5,112,67.9
CA-039,Madera County,California,2018,June,69.3,2.9,107,66.4
CA-041,Marin County,California,2018,June,60.9,2.1,108,58.8
CA-043,Mariposa County,California,2018,June,68.6,3.4,112,65.2
CA-045,Mendocino County,California,2018,June,64,2.1,105,61.9
CA-047,Merced County,California,2018,June,73.6,1.5,88,72.1
CA-049,Modoc County,California,2018,June,59.7,2.5,97,57.2
CA-051,Mono County,California,2018,June,59.9,4.6,118,55.3
CA-053,Monterey County,California,2018,June,66.3,2.2,106,64.1
CA-055,Napa County,California,2018,June,70,2.7,111,67.3
CA-057,Nevada County,California,2018,June,65.1,3.2,112,61.9
CA-059,Orange County,California,2018,June,68.7,2.1,104,66.6
CA-061,Placer County,California,2018,June,66.4,3.1,113,63.3
CA-063,Plumas County,California,2018,June,60.2,2.4,99,57.8
CA-065,Riverside County,California,2018,June,81.9,3.1,103,78.8
CA-067,Sacramento County,California,2018,June,74.2,2.6,106,71.6
CA-069,San Benito County,California,2018,June,68.9,2.6,106,66.3
CA-071,San Bernardino County,California,2018,June,83.5,4.2,115,79.3
