ID,Name,State,Year,Month,Temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-087,Santa Cruz County,California,2020,June,64.4,4.1,128,60.3
CA-089,Shasta County,California,2020,June,68,2.5,99,65.5
CA-091,Sierra County,California,2020,June,58.6,1.7,86,56.9
CA-093,Siskiyou County,California,2020,June,59.8,1.9,95,57.9
CA-095,Solano County,California,2020,June,72.9,3.7,123,69.2
CA-097,Sonoma County,California,2020,June,65.8,3.6,127,62.2
CA-099,Stanislaus County,California,2020,June,73.9,2.8,110,71.1
CA-101,Sutter County,California,2020,June,76.6,3,109,73.6
CA-103,Tehama County,California,2020,June,71.8,2.4,100,69.5
CA-105,Trinity County,California,2020,June,64.3,2.8,106,61.5
CA-107,Tulare County,California,2020,June,66.3,1.9,87,64.4
CA-109,Tuolumne County,California,2020,June,61,1.4,82,59.6
CA-111,Ventura County,California,2020,June,65.4,3.1,112,62.3
CA-113,Yolo County,California,2020,June,74.7,2.8,109,72
CA-115,Yuba County,California,2020,June,73.7,2.8,105,70.9
CA-001,Alameda County,California,2020,July,71.3,2.2,112,69.1
CA-003,Alpine County,California,2020,July,62.6,1.4,87,61.2
CA-005,Amador County,California,2020,July,76.2,2.1,99,74.1
CA-007,Butte County,California,2020,July,78,1.7,99,76.3
CA-009,Calaveras County,California,2020,July,76.5,1.7,94,74.8
CA-011,Colusa County,California,2020,July,79.4,1.7,101,77.7
CA-013,Contra Costa County,California,2020,July,72.2,1.5,102,70.7
CA-015,Del Norte County,California,2020,July,66.9,2.5,109,64.4
CA-017,El Dorado County,California,2020,July,72.6,1.9,99,70.7
CA-019,Fresno County,California,2020,July,74.1,1.8,96,72.3
CA-021,Glenn County,California,2020,July,79.2,1.8,99,77.4
CA-023,Humboldt County,California,2020,July,68,2.3,105,65.7
CA-025,Imperial County,California,2020,July,94,2.3,113,91.7
CA-027,Inyo County,California,2020,July,83.1,2.2,101,80.9
CA-029,Kern County,California,2020,July,80.4,0.8,75,79.6
CA-031,Kings County,California,2020,July,82.1,1.4,91,80.7
CA-033,Lake County,California,2020,July,75.2,2,106,73.2
CA-035,Lassen County,California,2020,July,68.4,2.4,105,66
CA-037,Los Angeles County,California,2020,July,75.1,0.9,84,74.2
CA-039,Madera County,California,2020,July,74.9,1.7,97,73.2
CA-041,Marin County,California,2020,July,62,1.4,102,60.6
CA-043,Mariposa County,California,2020,July,74.2,1.8,95,72.4
CA-045,Mendocino County,California,2020,July,69.6,1.7,103,67.9
CA-047,Merced County,California,2020,July,77.9,0.4,74,77.5
CA-049,Modoc County,California,2020,July,67.8,2.3,98,65.5
CA-051,Mono County,California,2020,July,65.2,2.5,107,62.7
CA-053,Monterey County,California,2020,July,69.7,1.1,89,68.6
CA-055,Napa County,California,2020,July,73.4,1.6,108,71.8
CA-057,Nevada County,California,2020,July,71,2.2,101,68.8
CA-059,Orange County,California,2020,July,72.7,1.5,98,71.2
CA-061,Placer County,California,2020,July,72.1,2,101,70.1
CA-063,Plumas County,California,2020,July,66.9,2,97,64.9
CA-065,Riverside County,California,2020,July,87.5,2.3,110,85.2
CA-067,Sacramento County,California,2020,July,77.8,1.8,102,76
CA-069,San Benito County,California,2020,July,74,2,102,72
CA-071,San Bernardino County,California,2020,July,87.7,1.7,95,86
CA-073,San Diego County,California,2020,July,76.3,1.5,95,74.8
CA-075,San Francisco County,California,2020,July,62.3,1.6,104,60.7
CA-077,San Joaquin County,California,2020,July,77.2,1.5,98,75.7
CA-079,San Luis Obispo County,California,2020,July,71.6,0.6,78,71
CA-081,San Mateo County,California,2020,July,64,2.2,112,61.8
CA-083,Santa Barbara County,California,2020,July,68.6,1.4,97,67.2
CA-085,Santa Clara County,California,2020,July,71.1,2.3,111,68.8
CA-087,Santa Cruz County,California,2020,July,65.4,2.1,109,63.3
CA-089,Shasta County,California,2020,July,75.8,3.1,110,72.7
CA-091,Sierra County,California,2020,July,66.2,2.2,101,64
CA-093,Siskiyou County,California,2020,July,68.8,2.8,103,66
CA-095,Solano County,California,2020,July,73.5,0.9,91,72.6
CA-097,Sonoma County,California,2020,July,66.9,1.4,103,65.5
CA-099,Stanislaus County,California,2020,July,77.3,1,88,76.3
CA-101,Sutter County,California,2020,July,79.4,1.2,89,78.2
CA-103,Tehama County,California,2020,July,78.4,2,99,76.4
CA-105,Trinity County,California,2020,July,72,2.9,105,69.1
CA-107,Tulare County,California,2020,July,73.1,1.5,86,71.6
CA-109,Tuolumne County,California,2020,July,68.6,1.5,88,67.1
CA-111,Ventura County,California,2020,July,69.8,1.3,88,68.5
CA-113,Yolo County,California,2020,July,77.1,0.5,76,76.6
CA-115,Yuba County,California,2020,July,78.6,1.9,100,76.7
CA-001,Alameda County,California,2020,August,75.2,6.3,130,68.9
CA-003,Alpine County,California,2020,August,64.9,4.6,130,60.3
CA-005,Amador County,California,2020,August,78.5,5.6,130,72.9
CA-007,Butte County,California,2020,August,79.5,4.8,127,74.7
CA-009,Calaveras County,California,2020,August,78.7,5,129,73.7
CA-011,Colusa County,California,2020,August,81.1,5.2,128,75.9
CA-013,Contra Costa County,California,2020,August,76.8,6.5,130,70.3
CA-015,Del Norte County,California,2020,August,68.6,4.1,125,64.5
CA-017,El Dorado County,California,2020,August,74.9,5.1,130,69.8
CA-019,Fresno County,California,2020,August,76.2,5.4,129,70.8
CA-021,Glenn County,California,2020,August,80,4.3,126,75.7
CA-023,Humboldt County,California,2020,August,70.6,4.8,129,65.8
CA-025,Imperial County,California,2020,August,96.6,5.8,130,90.8
CA-027,Inyo County,California,2020,August,84.6,5.4,130,79.2
CA-029,Kern County,California,2020,August,82.6,4.3,127,78.3
CA-031,Kings County,California,2020,August,84.3,5.3,127,79.1
CA-033,Lake County,California,2020,August,77.2,5.1,129,72.1
CA-035,Lassen County,California,2020,August,69.6,5,129,64.6
CA-037,Los Angeles County,California,2020,August,79,5,128,74
CA-039,Madera County,California,2020,August,76.6,4.8,129,71.8
CA-041,Marin County,California,2020,August,66.7,5.4,130,61.3
CA-043,Mariposa County,California,2020,August,76.1,4.8,129,71.3
CA-045,Mendocino County,California,2020,August,72.6,4.8,130,67.8
CA-047,Merced County,California,2020,August,80.5,4.4,129,76.1
CA-049,Modoc County,California,2020,August,68.9,4.9,127,64
CA-051,Mono County,California,2020,August,66.4,5.1,130,61.3
CA-053,Monterey County,California,2020,August,73.9,5.6,130,68.3
CA-055,Napa County,California,2020,August,76.6,5.6,130,71
CA-057,Nevada County,California,2020,August,72.8,5,130,67.8
CA-059,Orange County,California,2020,August,76.4,4,125,72.4
CA-061,Placer County,California,2020,August,74,4.9,130,69.1
CA-063,Plumas County,California,2020,August,69,5.2,129,63.8
CA-065,Riverside County,California,2020,August,90.6,6.2,130,84.4
CA-067,Sacramento County,California,2020,August,80.8,5.9,130,74.9
CA-069,San Benito County,California,2020,August,76.8,5.4,130,71.4
CA-071,San Bernardino County,California,2020,August,89.9,5.6,130,84.3
CA-073,San Diego County,California,2020,August,80.4,5.3,130,75.1
CA-075,San Francisco County,California,2020,August,66.4,5.1,129,61.3
CA-077,San Joaquin County,California,2020,August,80.5,6,130,74.5
CA-079,San Luis Obispo County,California,2020,August,75.8,5,130,70.8
CA-081,San Mateo County,California,2020,August,68,5.7,130,62.3
CA-083,Santa Barbara County,California,2020,August,72.4,4.8,130,67.6
CA-085,Santa Clara County,California,2020,August,74.2,5.7,130,68.5
CA-087,Santa Cruz County,California,2020,August,69.8,6.1,129,63.7
CA-089,Shasta County,California,2020,August,76.6,5.1,127,71.5
CA-091,Sierra County,California,2020,August,68.1,5.1,129,63
CA-093,Siskiyou County,California,2020,August,70.1,4.9,126,65.2
CA-095,Solano County,California,2020,August,77.3,5.4,130,71.9
CA-097,Sonoma County,California,2020,August,71,5.4,130,65.6
CA-099,Stanislaus County,California,2020,August,79.7,4.7,130,75
CA-101,Sutter County,California,2020,August,81.7,5.2,129,76.5
CA-103,Tehama County,California,2020,August,79.2,4.2,126,75
CA-105,Trinity County,California,2020,August,73.8,5.2,128,68.6
CA-107,Tulare County,California,2020,August,74.8,4.5,127,70.3
CA-109,Tuolumne County,California,2020,August,70.7,4.4,130,66.3
CA-111,Ventura County,California,2020,August,73.9,5,128,68.9
CA-113,Yolo County,California,2020,August,79.8,4.7,130,75.1
CA-115,Yuba County,California,2020,August,80.4,5.3,129,75.1
CA-001,Alameda County,California,2020,September,73.1,5.9,130,67.2
CA-003,Alpine County,California,2020,September,59.7,5.5,130,54.2
CA-005,Amador County,California,2020,September,74.8,6.5,130,68.3
CA-007,Butte County,California,2020,September,75.7,5.9,129,69.8
CA-009,Calaveras County,California,2020,September,74.9,5.9,130,69
CA-011,Colusa County,California,2020,September,76.3,5,130,71.3
CA-013,Contra Costa County,California,2020,September,74.2,5.7,129,68.5
CA-015,Del Norte County,California,2020,September,65.2,3.8,127,61.4
CA-017,El Dorado County,California,2020,September,70.7,6.2,130,64.5
CA-019,Fresno County,California,2020,September,70.6,5.2,128,65.4
CA-021,Glenn County,California,2020,September,75.5,4.8,129,70.7
CA-023,Humboldt County,California,2020,September,68,5.1,130,62.9
CA-025,Imperial County,California,2020,September,89.7,4.6,125,85.1
CA-027,Inyo County,California,2020,September,77,5.1,128,71.9
CA-029,Kern County,California,2020,September,77.3,5.3,127,72
CA-031,Kings County,California,2020,September,78.6,5,128,73.6
CA-033,Lake County,California,2020,September,72.6,5.1,130,67.5
CA-035,Lassen County,California,2020,September,64.1,6.4,130,57.7
CA-037,Los Angeles County,California,2020,September,75.8,5.9,127,69.9
CA-039,Madera County,California,2020,September,70.8,4.6,124,66.2
CA-041,Marin County,California,2020,September,66.8,5.2,129,61.6
CA-043,Mariposa County,California,2020,September,70.8,5.2,127,65.6
CA-045,Mendocino County,California,2020,September,69.1,4.3,130,64.8
CA-047,Merced County,California,2020,September,75.7,4.2,125,71.5
CA-049,Modoc County,California,2020,September,64.2,7.3,130,56.9
CA-051,Mono County,California,2020,September,59.5,5.2,130,54.3
CA-053,Monterey County,California,2020,September,71.8,5.8,129,66
CA-055,Napa County,California,2020,September,73.8,5.4,130,68.4
CA-057,Nevada County,California,2020,September,68.6,6,130,62.6
CA-059,Orange County,California,2020,September,76.6,6.2,126,70.4
CA-061,Placer County,California,2020,September,69.9,5.8,130,64.1
CA-063,Plumas County,California,2020,September,63.2,5.2,129,58
CA-065,Riverside County,California,2020,September,84.9,6.1,130,78.8
CA-067,Sacramento County,California,2020,September,76.7,5.2,129,71.5
CA-069,San Benito County,California,2020,September,73.7,6,129,67.7
CA-071,San Bernardino County,California,2020,September,83,5.5,130,77.5
CA-073,San Diego County,California,2020,September,77.4,6.1,130,71.3
CA-075,San Francisco County,California,2020,September,67.4,5.5,129,61.9
CA-077,San Joaquin County,California,2020,September,76.4,5.4,129,71
CA-079,San Luis Obispo County,California,2020,September,73.1,5.8,128,67.3
CA-081,San Mateo County,California,2020,September,68.1,5.8,129,62.3
CA-083,Santa Barbara County,California,2020,September,70.4,5.3,126,65.1
CA-085,Santa Clara County,California,2020,September,72.4,6,130,66.4
CA-087,Santa Cruz County,California,2020,September,68.6,5.4,127,63.2
CA-089,Shasta County,California,2020,September,71.6,5.7,129,65.9
CA-091,Sierra County,California,2020,September,63,5.5,130,57.5
CA-093,Siskiyou County,California,2020,September,65.5,6.1,129,59.4
CA-095,Solano County,California,2020,September,74.6,5.2,129,69.4
CA-097,Sonoma County,California,2020,September,69.6,5.1,130,64.5
CA-099,Stanislaus County,California,2020,September,75.4,4.5,128,70.9
CA-101,Sutter County,California,2020,September,77,4.7,128,72.3
CA-103,Tehama County,California,2020,September,74.6,4.9,129,69.7
CA-105,Trinity County,California,2020,September,67.9,4.5,125,63.4
CA-107,Tulare County,California,2020,September,69.5,5.2,127,64.3
CA-109,Tuolumne County,California,2020,September,66,5.3,130,60.7
CA-111,Ventura County,California,2020,September,71.4,5.9,126,65.5
CA-113,Yolo County,California,2020,September,76,4.6,128,71.4
CA-115,Yuba County,California,2020,September,76.3,5.9,130,70.4
CA-001,Alameda County,California,2020,October,69.8,8.3,130,61.5
CA-003,Alpine County,California,2020,October,52.5,7,129,45.5
CA-005,Amador County,California,2020,October,68.4,8.5,130,59.9
CA-007,Butte County,California,2020,October,68.3,7.1,130,61.2
CA-009,Calaveras County,California,2020,October,68.2,7.8,130,60.4
CA-011,Colusa County,California,2020,October,70.6,7.9,130,62.7
CA-013,Contra Costa County,California,2020,October,71.2,8.8,130,62.4
CA-015,Del Norte County,California,2020,October,59,5.6,129,53.4
CA-017,El Dorado County,California,2020,October,64,8,130,56
CA-019,Fresno County,California,2020,October,63.1,6.5,129,56.6
CA-021,Glenn County,California,2020,October,69.1,7.4,130,61.7
CA-023,Humboldt County,California,2020,October,60.9,5.4,129,55.5
CA-025,Imperial County,California,2020,October,80,6.2,127,73.8
CA-027,Inyo County,California,2020,October,67.6,6.6,127,61
CA-029,Kern County,California,2020,October,69,6.7,129,62.3
CA-031,Kings County,California,2020,October,70.6,6.1,129,64.5
CA-033,Lake County,California,2020,October,67.5,8.5,130,59
CA-035,Lassen County,California,2020,October,53.6,5.7,127,47.9
CA-037,Los Angeles County,California,2020,October,69.1,6.7,128,62.4
CA-039,Madera County,California,2020,October,63.5,6.2,129,57.4
CA-041,Marin County,California,2020,October,66.2,7.6,130,58.6
CA-043,Mariposa County,California,2020,October,63.8,6.9,130,56.9
CA-045,Mendocino County,California,2020,October,65.3,7.6,130,57.7
CA-047,Merced County,California,2020,October,68.5,5.1,127,63.4
CA-049,Modoc County,California,2020,October,52.7,5.5,126,47.2
CA-051,Mono County,California,2020,October,51,5.9,128,45.1
CA-053,Monterey County,California,2020,October,67.6,7.4,130,60.2
CA-055,Napa County,California,2020,October,69.4,7.9,130,61.5
CA-057,Nevada County,California,2020,October,61.6,7.3,130,54.3
CA-059,Orange County,California,2020,October,72.8,7.3,129,65.5
CA-061,Placer County,California,2020,October,63.1,7.4,130,55.7
CA-063,Plumas County,California,2020,October,54.6,5.5,128,49.1
CA-065,Riverside County,California,2020,October,75.2,6.5,128,68.7
CA-067,Sacramento County,California,2020,October,69.8,5.9,129,63.9
CA-069,San Benito County,California,2020,October,67.7,7.3,130,60.4
CA-071,San Bernardino County,California,2020,October,73.2,6.8,127,66.4
CA-073,San Diego County,California,2020,October,70.8,7,130,63.8
CA-075,San Francisco County,California,2020,October,66.4,6.9,130,59.5
CA-077,San Joaquin County,California,2020,October,69.7,6.2,128,63.5
CA-079,San Luis Obispo County,California,2020,October,67.9,7.4,130,60.5
CA-081,San Mateo County,California,2020,October,65.6,6.7,130,58.9
CA-083,Santa Barbara County,California,2020,October,66.9,7.4,129,59.5
CA-085,Santa Clara County,California,2020,October,68.2,7.7,130,60.5
CA-087,Santa Cruz County,California,2020,October,65.8,6.6,130,59.2
CA-089,Shasta County,California,2020,October,63.4,6.9,130,56.5
CA-091,Sierra County,California,2020,October,55,6,128,49
CA-093,Siskiyou County,California,2020,October,55.7,5.8,126,49.9
CA-095,Solano County,California,2020,October,70,7.1,130,62.9
CA-097,Sonoma County,California,2020,October,67.2,7.6,130,59.6
CA-099,Stanislaus County,California,2020,October,68.4,5.3,128,63.1
CA-101,Sutter County,California,2020,October,70,5.9,129,64.1
CA-103,Tehama County,California,2020,October,68,7.6,130,60.4
CA-105,Trinity County,California,2020,October,60.2,6.5,130,53.7
CA-107,Tulare County,California,2020,October,62.3,7.1,130,55.2
CA-109,Tuolumne County,California,2020,October,59.3,7.2,130,52.1
CA-111,Ventura County,California,2020,October,65.7,6.9,129,58.8
CA-113,Yolo County,California,2020,October,69.7,6.1,130,63.6
CA-115,Yuba County,California,2020,October,69.4,7.2,130,62.2
CA-001,Alameda County,California,2020,November,54.8,1.7,99,53.1
CA-003,Alpine County,California,2020,November,37.5,0.8,73,36.7
CA-005,Amador County,California,2020,November,51.1,0.9,75,50.2
CA-007,Butte County,California,2020,November,51.8,1.2,81,50.6
CA-009,Calaveras County,California,2020,November,51.3,1,78,50.3
CA-011,Colusa County,California,2020,November,53.4,1.6,91,51.8
CA-013,Contra Costa County,California,2020,November,55.2,1.9,99,53.3
CA-015,Del Norte County,California,2020,November,45.2,0.8,84,44.4
CA-017,El Dorado County,California,2020,November,46.8,0.4,65,46.4
CA-019,Fresno County,California,2020,November,48.2,1.5,86,46.7
CA-021,Glenn County,California,2020,November,51.6,1,79,50.6
CA-023,Humboldt County,California,2020,November,47.2,0.2,68,47
CA-025,Imperial County,California,2020,November,65.4,3.2,109,62.2
CA-027,Inyo County,California,2020,November,51.3,2.2,99,49.1
CA-029,Kern County,California,2020,November,53,1.2,75,51.8
CA-031,Kings County,California,2020,November,54.2,1,80,53.2
CA-033,Lake County,California,2020,November,49.8,0.9,77,48.9
CA-035,Lassen County,California,2020,November,37.5,0.4,67,37.1
CA-037,Los Angeles County,California,2020,November,56.3,1.8,89,54.5
CA-039,Madera County,California,2020,November,48.3,1.1,80,47.2
CA-041,Marin County,California,2020,November,53.5,0.5,72,53
CA-043,Mariposa County,California,2020,November,48,1.1,77,46.9
CA-045,Mendocino County,California,2020,November,49.3,0.2,69,49.1
CA-047,Merced County,California,2020,November,52.7,-0.2,55,52.9
CA-049,Modoc County,California,2020,November,37.8,1.2,80,36.6
CA-051,Mono County,California,2020,November,37.1,1.6,82,35.5
CA-053,Monterey County,California,2020,November,53.6,1,79,52.6
CA-055,Napa County,California,2020,November,52.8,0.8,79,52
CA-057,Nevada County,California,2020,November,44.8,0.1,62,44.7
CA-059,Orange County,California,2020,November,62.2,2.2,98,60
CA-061,Placer County,California,2020,November,46.2,0.2,64,46
CA-063,Plumas County,California,2020,November,38.2,-0.8,51,39
CA-065,Riverside County,California,2020,November,61.2,3,111,58.2
CA-067,Sacramento County,California,2020,November,53.7,0,57,53.7
CA-069,San Benito County,California,2020,November,52.4,1.1,81,51.3
CA-071,San Bernardino County,California,2020,November,57,2.2,95,54.8
CA-073,San Diego County,California,2020,November,58.9,2.7,104,56.2
CA-075,San Francisco County,California,2020,November,54.9,0.8,74,54.1
CA-077,San Joaquin County,California,2020,November,54.4,1.1,82,53.3
CA-079,San Luis Obispo County,California,2020,November,54.1,1.3,85,52.8
CA-081,San Mateo County,California,2020,November,53.8,0.6,74,53.2
CA-083,Santa Barbara County,California,2020,November,55.4,2,95,53.4
CA-085,Santa Clara County,California,2020,November,53.2,1.3,89,51.9
CA-087,Santa Cruz County,California,2020,November,53.6,0.8,76,52.8
CA-089,Shasta County,California,2020,November,46.1,0.2,70,45.9
CA-091,Sierra County,California,2020,November,39.2,-0,59,39.2
CA-093,Siskiyou County,California,2020,November,39.7,0.3,70,39.4
CA-095,Solano County,California,2020,November,54.3,0.9,81,53.4
CA-097,Sonoma County,California,2020,November,52.4,0.3,68,52.1
CA-099,Stanislaus County,California,2020,November,53,0.4,68,52.6
CA-101,Sutter County,California,2020,November,54.2,0.7,72,53.5
CA-103,Tehama County,California,2020,November,50.1,0.6,76,49.5
CA-105,Trinity County,California,2020,November,44.1,0.8,78,43.3
CA-107,Tulare County,California,2020,November,46.8,1.3,81,45.5
CA-109,Tuolumne County,California,2020,November,43.8,1,76,42.8
CA-111,Ventura County,California,2020,November,54.2,2,90,52.2
CA-113,Yolo County,California,2020,November,53.6,0.5,67,53.1
CA-115,Yuba County,California,2020,November,52.6,0.6,73,52
CA-001,Alameda County,California,2020,December,51,3.9,125,47.1
CA-003,Alpine County,California,2020,December,33.6,2.6,106,31
CA-005,Amador County,California,2020,December,46.6,2.7,117,43.9
CA-007,Butte County,California,2020,December,47.8,3.7,121,44.1
CA-009,Calaveras County,California,2020,December,46.8,2.9,118,44
CA-011,Colusa County,California,2020,December,49.1,4,123,45.1
CA-013,Contra Costa County,California,2020,December,50.9,4.1,126,46.8
CA-015,Del Norte County,California,2020,December,42.3,2.2,101,40.1
CA-017,El Dorado County,California,2020,December,43.2,2.6,110,40.6
CA-019,Fresno County,California,2020,December,42.7,2.7,112,40
CA-021,Glenn County,California,2020,December,48,3.9,123,44.1
CA-023,Humboldt County,California,2020,December,44.3,2,103,42.3
CA-025,Imperial County,California,2020,December,56.5,2,98,54.5
CA-027,Inyo County,California,2020,December,43.9,2.4,101,41.5
CA-029,Kern County,California,2020,December,47,2.2,105,44.8
CA-031,Kings County,California,2020,December,48.1,2.4,103,45.7
CA-033,Lake County,California,2020,December,46.7,3.3,122,43.4
CA-035,Lassen County,California,2020,December,32,1.6,83,30.4
CA-037,Los Angeles County,California,2020,December,51.3,2.5,108,48.8
CA-039,Madera County,California,2020,December,43.1,2.4,105,40.7
CA-041,Marin County,California,2020,December,51.5,3.5,123,48
CA-043,Mariposa County,California,2020,December,43.6,2.7,111,40.9
CA-045,Mendocino County,California,2020,December,46.3,2.1,108,44.2
CA-047,Merced County,California,2020,December,46.5,0.9,82,45.6
CA-049,Modoc County,California,2020,December,32.5,2.4,91,30.1
CA-051,Mono County,California,2020,December,31.1,2.1,94,29
CA-053,Monterey County,California,2020,December,49.9,2.3,111,47.6
CA-055,Napa County,California,2020,December,49.2,3.4,124,45.8
CA-057,Nevada County,California,2020,December,40.6,1.8,97,38.8
CA-059,Orange County,California,2020,December,59,3.9,126,55.1
CA-061,Placer County,California,2020,December,42,2.1,101,39.9
CA-063,Plumas County,California,2020,December,33.9,1.2,80,32.7
CA-065,Riverside County,California,2020,December,53.6,2.3,106,51.3
CA-067,Sacramento County,California,2020,December,48.9,2.4,103,46.5
CA-069,San Benito County,California,2020,December,48.1,2.4,113,45.7
CA-071,San Bernardino County,California,2020,December,49.2,2.1,98,47.1
CA-073,San Diego County,California,2020,December,53.4,2.7,108,50.7
CA-075,San Francisco County,California,2020,December,52.2,3,115,49.2
CA-077,San Joaquin County,California,2020,December,50,4,119,46
CA-079,San Luis Obispo County,California,2020,December,50.3,2.8,113,47.5
CA-081,San Mateo County,California,2020,December,50.9,2.2,107,48.7
CA-083,Santa Barbara County,California,2020,December,52.1,3.5,119,48.6
CA-085,Santa Clara County,California,2020,December,49.4,3.1,116,46.3
CA-087,Santa Cruz County,California,2020,December,50.9,2.6,111,48.3
CA-089,Shasta County,California,2020,December,41.6,2,101,39.6
CA-091,Sierra County,California,2020,December,34.9,1.8,92,33.1
CA-093,Siskiyou County,California,2020,December,35.5,1.7,90,33.8
CA-095,Solano County,California,2020,December,49.8,3.3,117,46.5
CA-097,Sonoma County,California,2020,December,49.8,2.9,118,46.9
CA-099,Stanislaus County,California,2020,December,47.3,1.8,95,45.5
CA-101,Sutter County,California,2020,December,49.1,2.8,109,46.3
CA-103,Tehama County,California,2020,December,46.4,3.2,118,43.2
CA-105,Trinity County,California,2020,December,39.8,2.2,108,37.6
CA-107,Tulare County,California,2020,December,41.6,2.9,110,38.7
CA-109,Tuolumne County,California,2020,December,39.8,2.8,111,37
CA-111,Ventura County,California,2020,December,49.7,2.7,109,47
CA-113,Yolo County,California,2020,December,49.1,2.9,113,46.2
CA-115,Yuba County,California,2020,December,48,2.6,108,45.4
CA-001,Alameda County,California,2021,January,50.2,3.8,119,46.4
CA-003,Alpine County,California,2021,January,33,3.6,108,29.4
CA-005,Amador County,California,2021,January,45.2,2.1,97,43.1
CA-007,Butte County,California,2021,January,47.4,4.2,118,43.2
CA-009,Calaveras County,California,2021,January,45.9,2.6,106,43.3
CA-011,Colusa County,California,2021,January,48.2,3.8,116,44.4
CA-013,Contra Costa County,California,2021,January,50,4.1,120,45.9
CA-015,Del Norte County,California,2021,January,42.3,3,106,39.3
CA-017,El Dorado County,California,2021,January,42.1,2.5,100,39.6
CA-019,Fresno County,California,2021,January,42.7,3.5,115,39.2
CA-021,Glenn County,California,2021,January,47.4,4,118,43.4
CA-023,Humboldt County,California,2021,January,44.3,2.5,100,41.8
CA-025,Imperial County,California,2021,January,57.4,3.2,107,54.2
CA-027,Inyo County,California,2021,January,43.6,2.4,97,41.2
CA-029,Kern County,California,2021,January,47.6,3.3,114,44.3
CA-031,Kings County,California,2021,January,49.4,4.1,117,45.3
CA-033,Lake County,California,2021,January,45.6,2.7,110,42.9
CA-035,Lassen County,California,2021,January,33.1,4,103,29.1
CA-037,Los Angeles County,California,2021,January,51.4,3.6,111,47.8
CA-039,Madera County,California,2021,January,43.2,3.4,115,39.8
CA-041,Marin County,California,2021,January,51.4,4.3,123,47.1
CA-043,Mariposa County,California,2021,January,42.5,2.7,107,39.8
CA-045,Mendocino County,California,2021,January,46.4,2.5,102,43.9
CA-047,Merced County,California,2021,January,48.8,3.5,112,45.3
CA-049,Modoc County,California,2021,January,33,4.3,104,28.7
CA-051,Mono County,California,2021,January,30.7,3.5,102,27.2
CA-053,Monterey County,California,2021,January,50.2,3.3,111,46.9
CA-055,Napa County,California,2021,January,49.4,4.3,125,45.1
CA-057,Nevada County,California,2021,January,39.5,1.9,92,37.6
CA-059,Orange County,California,2021,January,57.9,3.9,120,54
CA-061,Placer County,California,2021,January,40.9,2.2,93,38.7
CA-063,Plumas County,California,2021,January,35,3.6,105,31.4
CA-065,Riverside County,California,2021,January,53.6,3.2,111,50.4
CA-067,Sacramento County,California,2021,January,49.1,3.3,113,45.8
CA-069,San Benito County,California,2021,January,48.1,3.2,111,44.9
CA-071,San Bernardino County,California,2021,January,49.4,2.8,106,46.6
CA-073,San Diego County,California,2021,January,52.8,3.3,109,49.5
CA-075,San Francisco County,California,2021,January,51.9,3.7,120,48.2
CA-077,San Joaquin County,California,2021,January,50.5,5,124,45.5
CA-079,San Luis Obispo County,California,2021,January,50,3.1,109,46.9
CA-081,San Mateo County,California,2021,January,51.2,3.2,115,48
CA-083,Santa Barbara County,California,2021,January,51.6,3.6,120,48
CA-085,Santa Clara County,California,2021,January,49,3.3,116,45.7
CA-087,Santa Cruz County,California,2021,January,51.2,3.6,118,47.6
CA-089,Shasta County,California,2021,January,41,2.2,94,38.8
CA-091,Sierra County,California,2021,January,35,3.3,102,31.7
CA-093,Siskiyou County,California,2021,January,35.6,2.7,94,32.9
CA-095,Solano County,California,2021,January,50.2,4.4,123,45.8
CA-097,Sonoma County,California,2021,January,50,3.6,120,46.4
CA-099,Stanislaus County,California,2021,January,49.1,4,117,45.1
CA-101,Sutter County,California,2021,January,49.2,3.6,111,45.6
CA-103,Tehama County,California,2021,January,45.2,2.8,104,42.4
CA-105,Trinity County,California,2021,January,39.8,2.5,99,37.3
CA-107,Tulare County,California,2021,January,41,2.9,108,38.1
CA-109,Tuolumne County,California,2021,January,38.8,3.1,111,35.7
CA-111,Ventura County,California,2021,January,50,4,119,46
CA-113,Yolo County,California,2021,January,49.7,4.1,120,45.6
CA-115,Yuba County,California,2021,January,47.3,2.8,105,44.5
CA-001,Alameda County,California,2021,February,51.8,2.3,109,49.5
CA-003,Alpine County,California,2021,February,32.6,2.3,93,30.3
CA-005,Amador County,California,2021,February,46.9,1.2,86,45.7
CA-007,Butte County,California,2021,February,49.2,2.3,101,46.9
CA-009,Calaveras County,California,2021,February,47.5,1.6,92,45.9
CA-011,Colusa County,California,2021,February,51.4,2.8,109,48.6
CA-013,Contra Costa County,California,2021,February,52.8,2.8,113,50
CA-015,Del Norte County,California,2021,February,41,-0.5,50,41.5
CA-017,El Dorado County,California,2021,February,42.7,1.4,84,41.3
CA-019,Fresno County,California,2021,February,44.6,2.3,101,42.3
CA-021,Glenn County,California,2021,February,49.6,2.5,105,47.1
CA-023,Humboldt County,California,2021,February,43.5,-0.6,51,44.1
CA-025,Imperial County,California,2021,February,61.2,2.8,110,58.4
CA-027,Inyo County,California,2021,February,47.4,2.7,105,44.7
CA-029,Kern County,California,2021,February,50.3,2.5,102,47.8
CA-031,Kings County,California,2021,February,52.8,2.3,106,50.5
CA-033,Lake County,California,2021,February,47.2,2.2,102,45
CA-035,Lassen County,California,2021,February,33.5,0.9,66,32.6
